val_BLEU_4,epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_ROUGE_L,val_CIDEr,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_ROUGE_L,test_CIDEr,time,seed,best_model_from,val_METEOR,test_METEOR
0.142083614616109,64,0.3587376922369003,0.4137196115513834,0.2640400159376525,0.1865250397488426,0.3511108518587433,0.4310666721789994,0.4485749023984768,0.2831488331261725,0.1990666213482058,0.1496295127946778,0.3579671180572766,0.4813175589140743,Fri Jan 19 19:03:48 2024,9223,val,0.1713367449688468,0.1841061663428537
0.1355047009345022,60,0.3952628929506648,0.4265239456164161,0.2692502478414891,0.1851591293627998,0.3416708640842826,0.2864780253691253,0.4729265359407513,0.3063142156690515,0.2182415376118095,0.1663146625196963,0.3700996068141496,0.5617267938981235,Fri Jan 19 19:03:48 2024,9223,test,0.1747053133766107,0.1963581052779124
0.1365820682836141,29,0.9519807467093836,0.4161332620119147,0.2690872402704006,0.1862799944326854,0.3481894169174145,0.3123172212739615,0.4547406435656011,0.2951663634933317,0.2060737850816305,0.1530919863210408,0.3683564367900054,0.4477984479600059,Sat Jan 20 04:01:44 2024,9223,val,0.1790883193437224,0.1934091641998177
0.1294151073079871,45,0.528840802036799,0.384404171054263,0.2468751029569996,0.1729186969232589,0.3397957336083211,0.3237756072009214,0.4364949077802043,0.2849956802370043,0.2042155841693622,0.1563336011186355,0.3638888840134642,0.5392861552297603,Sat Jan 20 04:01:44 2024,9223,test,0.1714671051393562,0.1917439977668742
0.1421452764515623,55,0.3968653770593496,0.4227108061187487,0.2726978596626457,0.1908511627261423,0.3519674436959856,0.3707444061668253,0.4573943359449142,0.2978676598642831,0.2107225926208499,0.1591748524079194,0.3665197130237573,0.494432733498435,Sat Jan 20 09:54:03 2024,9223,val,0.1775007491144,0.1933651972350963
0.1384376558327264,39,0.674467526949369,0.4210427673561254,0.274959033770058,0.1897414960268774,0.3506816831676085,0.3154131125358025,0.4634211375104667,0.3036363528533001,0.2131164620011122,0.1593654219820982,0.3666461717144663,0.4745620050829822,Sat Jan 20 09:54:03 2024,9223,test,0.1790909167712483,0.195408524903996
0.1365055929805803,35,0.9499133987860248,0.421959372151693,0.2719139580512454,0.1867208142900429,0.3508098690824251,0.2930106047504526,0.4630035723725372,0.2980572622948792,0.2062250053415273,0.1514068561917486,0.3669669617560665,0.4097979651809651,Sat Jan 20 17:13:28 2024,9223,val,0.1763788998243725,0.1902076046863048
0.1319585463403987,27,1.2005365382541309,0.4135454086177734,0.2667875637466167,0.1825566171593096,0.3528969486544243,0.3067568034368132,0.4564034464365363,0.2966433287806064,0.2059400141823381,0.1520520944812361,0.370363047933225,0.4289582330731004,Sat Jan 20 17:13:28 2024,9223,test,0.1787425851536857,0.1938442691047636
0.1392681148255331,42,0.7129292244260962,0.4175734012411135,0.2711292736329941,0.1886423621803025,0.3546643366023796,0.3465711729278203,0.4606748206013932,0.3013496461736397,0.2131263200139328,0.161131971940307,0.3732752009785278,0.5010953129949434,Mon Jan 29 08:51:03 2024,9223,val,0.1785948132033961,0.1955506300359166
0.1367959918565046,44,0.6657171574505892,0.421800627104326,0.2661887553591111,0.1841085947095026,0.3474750209239454,0.3631792017889197,0.4680762581706862,0.3055650685475346,0.2212230259254684,0.1714503057962533,0.3754927276187507,0.6113777164010812,Mon Jan 29 08:51:03 2024,9223,test,0.1738341586788826,0.1955394070854684
0.1411391507754144,37,0.8463580933484164,0.4325105233133681,0.2809027559834607,0.1933054805631732,0.3560138427570867,0.3494323584617974,0.4716001801275282,0.3070934492145974,0.213825315046695,0.1588170950474836,0.3677661632957383,0.4387556174852359,Sun Feb  4 19:08:13 2024,9223,val,0.1797761632002986,0.1953737846039388
0.1210640338132491,57,0.4476843706586144,0.4065100304460373,0.2528855928801385,0.1695480606525607,0.3434899470280152,0.288073195537499,0.455419181943746,0.2959797032248776,0.2102213158196548,0.1594822792903049,0.3765857324955485,0.5866730259812318,Sun Feb  4 19:08:13 2024,9223,test,0.1705853581296563,0.1929181377103216
0.1455240069983544,39,0.7442083087834445,0.4383828947549781,0.2833160949099074,0.1968831841438554,0.3567915513205161,0.3310159470705496,0.473970064168472,0.3053313452216422,0.2130324107865311,0.1569924588842656,0.3744887498044386,0.4168893007187035,Mon Feb  5 07:38:51 2024,9223,val,0.1851280295539594,0.1996615584656261
0.1455240069983544,39,0.7442083087834445,0.4383828947549781,0.2833160949099074,0.1968831841438554,0.3567915513205161,0.3310159470705496,0.473970064168472,0.3053313452216422,0.2130324107865311,0.1569924588842656,0.3744887498044386,0.4168893007187035,Mon Feb  5 07:38:51 2024,9223,test,0.1851280295539594,0.1996615584656261
0.1665453285855847,35,0.7295124395327135,0.4807987711212902,0.3127461927606206,0.2209292972111523,0.3585701057739538,0.6871844871530589,0.5014464802314046,0.3256058285614494,0.2302920469335315,0.1736378311501831,0.3763235523504199,0.6902612257918496,Wed Feb 21 04:13:27 2024,9223,val,0.194799690403767,0.2116895054665147
0.1665453285855847,35,0.7295124395327135,0.4807987711212902,0.3127461927606206,0.2209292972111523,0.3585701057739538,0.6871844871530589,0.5014464802314046,0.3256058285614494,0.2302920469335315,0.1736378311501831,0.3763235523504199,0.6902612257918496,Wed Feb 21 04:13:27 2024,9223,test,0.194799690403767,0.2116895054665147
0.1388063133809067,45,0.6140447529879484,0.4246226882951465,0.2731898427592784,0.1887792797964694,0.3588670473330049,0.3547010438164356,0.4693613852366226,0.3057541146816636,0.2146529106506677,0.1601177138767366,0.3788075516050197,0.5209670294952483,Wed Feb 21 05:50:07 2024,9223,val,0.1804257915609663,0.1995645311838315
0.1388063133809067,45,0.6140447529879484,0.4246226882951465,0.2731898427592784,0.1887792797964694,0.3588670473330049,0.3547010438164356,0.4693613852366226,0.3057541146816636,0.2146529106506677,0.1601177138767366,0.3788075516050197,0.5209670294952483,Wed Feb 21 05:50:07 2024,9223,test,0.1804257915609663,0.1995645311838315
0.1315226993900864,30,1.0578805181113156,0.4016888700919253,0.2606758292944495,0.1798020236483686,0.3528449635230649,0.3450626643847295,0.4398330958062802,0.2839163838183698,0.197508683392974,0.1461233002165096,0.3630645733468533,0.4225678948248611,Wed Feb 21 06:06:38 2024,9223,val,0.1760518225947865,0.1883814144182925
0.1315226993900864,30,1.0578805181113156,0.4016888700919253,0.2606758292944495,0.1798020236483686,0.3528449635230649,0.3450626643847295,0.4398330958062802,0.2839163838183698,0.197508683392974,0.1461233002165096,0.3630645733468533,0.4225678948248611,Wed Feb 21 06:06:38 2024,9223,test,0.1760518225947865,0.1883814144182925
0.1300929484236151,45,0.6543900262225758,0.39575001676415,0.2585738303062592,0.1783990510213662,0.354982910436102,0.3127356716322093,0.4391197791914821,0.2846760449500291,0.1982696669459486,0.1475595261346456,0.3687974103705304,0.447223299965715,Wed Feb 21 08:57:00 2024,9223,val,0.1774477503766967,0.1913771538312265
0.1297370584809322,87,0.4252171855081211,0.3907806997282089,0.2535120368368155,0.1762373801073368,0.3524938886203417,0.3396596783904503,0.4335510982148014,0.2820536425483391,0.1987033185858633,0.1492310650786111,0.3650994542527809,0.4642643370079113,Wed Feb 21 08:57:00 2024,9223,test,0.1760020921780551,0.1915111890037827
0.1366452545407858,41,0.7760745612057772,0.4066287878557466,0.265566564680463,0.1843548556277697,0.3603847477076105,0.3743162487414713,0.4486388161821688,0.2921624547692041,0.2036507983583791,0.1506759622955746,0.3732125351157417,0.4569890059731163,Wed Feb 21 10:40:17 2024,9223,val,0.1805881057941135,0.1948998913564193
0.1307022128880975,37,0.8839597837491469,0.4080156042192212,0.2646306277915498,0.1808286908422917,0.3538546532341529,0.3131950034049208,0.4501651768331427,0.2937474728909565,0.204913918450988,0.1518019967408878,0.3714490009150333,0.4323781672628254,Wed Feb 21 10:40:17 2024,9223,test,0.178436274867954,0.1935897985144132
0.10293756927303,28,0.923572914166884,0.2972972972971968,0.1832785406310961,0.1325038392753408,0.2857849138336943,0.8453810191913108,0.313050847457574,0.18917098574263,0.1394922332334087,0.1119500992066398,0.2991820705131991,0.8893809583225551,Sat Feb 24 01:49:21 2024,9223,val,0.1372173619236845,0.1427364674917758
0.10293756927303,28,0.923572914166884,0.2972972972971968,0.1832785406310961,0.1325038392753408,0.2857849138336943,0.8453810191913108,0.313050847457574,0.18917098574263,0.1394922332334087,0.1119500992066398,0.2991820705131991,0.8893809583225551,Sat Feb 24 01:49:21 2024,9223,test,0.1372173619236845,0.1427364674917758
0.1616152740387183,37,0.6788587136702104,0.4740651387212938,0.3092816272240766,0.2168824935973003,0.3635754971055426,0.7025906616280013,0.4907081258350242,0.318500683078695,0.2233977120263055,0.1669899063631724,0.382618903097604,0.712710233051576,Sat Feb 24 04:15:19 2024,9223,val,0.2048185797901047,0.2190602419222143
0.1594215120090549,46,0.516867762262171,0.4734083354640151,0.3065569326582287,0.214002301573327,0.3507300322331204,0.6138266242957836,0.4948989412896699,0.3218188636144843,0.2285279233105701,0.1729643787756897,0.3758887470695146,0.673563278205898,Sat Feb 24 04:15:19 2024,9223,test,0.1916499211244751,0.2088782365876185
0.1614354362269717,37,0.6711360622536052,0.4726463104325098,0.3049255680527376,0.2149206581845245,0.3545014146326869,0.6687418564028998,0.4871266735324094,0.3090240476077179,0.2145651505772581,0.1600309550012104,0.3655457478349408,0.646568982393845,Sat Feb 24 04:15:44 2024,9223,val,0.1948149319564505,0.2048893439239573
0.1520559029695539,34,0.7488566826690327,0.4692391700035834,0.3023678809859173,0.2082873122103133,0.3567743970311376,0.6284324340214784,0.489430202891478,0.3187068171575535,0.2240445014821081,0.1681340259245878,0.3824141535168991,0.705545389520709,Sat Feb 24 04:15:44 2024,9223,test,0.2001311675972543,0.2195454080917085
0.1603507363425307,49,0.4790375584905798,0.4711347869176819,0.3072403044578303,0.2151347632690685,0.3588907165186149,0.6808121691319752,0.4742039002715086,0.3012421717428104,0.2070249015976662,0.1524206796744358,0.3660982352609142,0.6159791996650079,Sat Feb 24 04:50:06 2024,9223,val,0.2007380609861719,0.2093088358230935
0.1596779603918309,37,0.6761718365279111,0.4726875455207001,0.3083972706962587,0.2157181883280347,0.3633825809063412,0.6691577022140471,0.4903969270166154,0.3196362288647808,0.2251330442344916,0.1690027811297985,0.3819707232842748,0.7081615674241897,Sat Feb 24 04:50:06 2024,9223,test,0.2040952932818986,0.2200309871090265
0.1615992226724849,58,0.4102661975405433,0.4618349080059097,0.2995137895622601,0.2125794258415722,0.3567204422737463,0.7107198341904695,0.467311747922065,0.2960464794720301,0.205243549961267,0.1524231857020805,0.3627041394991107,0.6441707599317397,Sat Feb 24 04:51:59 2024,9223,val,0.1973685783781986,0.2084834430189777
0.1528842369378185,16,1.3875655911185525,0.4462443962257742,0.2871836361161766,0.2024880327681067,0.3481118058793385,0.6347283587117711,0.4819432436822974,0.3113611883197517,0.2224308571499429,0.1692321326822916,0.3678078268454246,0.6583626993557238,Sat Feb 24 04:51:59 2024,9223,test,0.1798905217651189,0.1969416739980163
0.1590824600045089,52,0.4289385337721217,0.4623212987641795,0.301912750795409,0.2124476516268959,0.3566032721306804,0.6937262246549428,0.4711819066147573,0.3032497297580769,0.2109704372498101,0.1571761241104478,0.3703545256406731,0.678787087683304,Sat Feb 24 04:54:16 2024,9223,val,0.203634880452961,0.2149656800253789
0.1537963128584012,46,0.5156841115518049,0.4620694515983637,0.2987126831289558,0.2078454388583574,0.3460187150389022,0.5479312847585377,0.49868386417475,0.3245447544114365,0.2308001745203595,0.1748625770182498,0.3726295519123048,0.661603124251423,Sat Feb 24 04:54:16 2024,9223,test,0.1874469053340648,0.2059795575481888
0.1320430820081035,23,1.324191841212186,0.4045129514194652,0.2614381780345123,0.1803279862024794,0.3481628974444001,0.3197923746516806,0.4439279481019623,0.2878319191188714,0.2001542520001064,0.1482946315919557,0.3679988977441128,0.4394837195645259,Sat Feb 24 07:23:17 2024,9223,val,0.1760982797092623,0.1909564928830248
0.1296980049290038,27,1.1804710084741763,0.3878540469627098,0.2525608919165765,0.1759095406327436,0.3482039531866821,0.3220930754791419,0.4279876776550719,0.2814721678454559,0.1996273795014349,0.1507236552727164,0.3683322515204702,0.5025555281234522,Sat Feb 24 07:23:17 2024,9223,test,0.1711464374071461,0.1877308429527532
0.1689748740822781,29,0.8923309309916063,0.477464773071341,0.3117030120436654,0.2221090280308764,0.3617131329597394,0.7145370033730041,0.4902627107567318,0.3126861374259282,0.2181745568201833,0.1617988551351374,0.3660415267168816,0.6130754867429694,Sat Feb 24 16:10:54 2024,9223,val,0.1948629728459004,0.2040824746873225
0.1626670010692319,32,0.7976471348242327,0.4757720311322526,0.3092743898881005,0.217297012741608,0.3613386607444435,0.6795956709634814,0.495591821421841,0.3225241653228661,0.2269228728050151,0.1692591962791916,0.3805135921801568,0.6821510925869106,Sat Feb 24 16:10:54 2024,9223,test,0.1968840309452722,0.2174327029591987
0.138649532601111,42,0.5442511290311813,0.4239116326658503,0.2651298204742308,0.1860976042253239,0.3233985442754438,0.5162382760511872,0.4587806435037229,0.3005861529623941,0.2228127900631734,0.1749078859404978,0.3523755858835024,0.7690505200909324,Sat Feb 24 18:09:08 2024,9223,val,0.1609183905678902,0.1844876944161141
0.138649532601111,42,0.5442511290311813,0.4239116326658503,0.2651298204742308,0.1860976042253239,0.3233985442754438,0.5162382760511872,0.4587806435037229,0.3005861529623941,0.2228127900631734,0.1749078859404978,0.3523755858835024,0.7690505200909324,Sat Feb 24 18:09:08 2024,9223,test,0.1609183905678902,0.1844876944161141
0.1271695299692279,83,0.2845903933048248,0.4028568748921908,0.2491228485228606,0.1720501149743807,0.3285614384323894,0.4353018979483607,0.4334069696061954,0.2789567607183219,0.1985710303913762,0.1508599177259093,0.3480241053400003,0.56477971639696,Sat Feb 24 20:05:27 2024,9223,val,0.1647163222867733,0.1793850003854079
0.1183703349675912,72,0.3118750574913891,0.3857378020659684,0.2362707686458556,0.1619513411026547,0.3234029794386396,0.3318638340235021,0.4268507381138184,0.2784721675716071,0.202904702385728,0.1573561740211339,0.3526492442743961,0.6056156719802261,Sat Feb 24 20:05:27 2024,9223,test,0.1589960933903252,0.1779692555209043
0.1640420160128965,1,3.690608743520883,0.4704937266403027,0.3026690388100698,0.2166707675689194,0.3745362578391434,0.630838392404526,0.5038551960744594,0.3286674255433855,0.2408230195241266,0.1849348797772029,0.3949011280833048,0.6766719200608745,Sat Feb 24 22:18:18 2024,9223,val,0.1794998628018418,0.1974577557679639
0.1640420160128965,1,3.690608743520883,0.4704937266403027,0.3026690388100698,0.2166707675689194,0.3745362578391434,0.630838392404526,0.5038551960744594,0.3286674255433855,0.2408230195241266,0.1849348797772029,0.3949011280833048,0.6766719200608745,Sat Feb 24 22:18:18 2024,9223,test,0.1794998628018418,0.1974577557679639
0.1419269081526332,17,0.5150989730155606,0.4456057007125361,0.2827933376890435,0.1958205607394149,0.3440095007767655,0.5781317028670608,0.4559201482278133,0.2883196916775389,0.1995276247579456,0.1444933659454447,0.3532253670143354,0.5983650765737346,Sun Feb 25 07:15:49 2024,9223,val,0.1951586262733685,0.2067903067110424
0.1389394329056664,39,0.3026075567978229,0.4439088744880763,0.2740063409327706,0.1894926584851689,0.3356615107427197,0.5129181944126097,0.4826678944944759,0.3055747168834904,0.217114713832986,0.1627565952897653,0.3606222654276055,0.5956856962802276,Sun Feb 25 07:15:49 2024,9223,test,0.1697320948304014,0.1916462860055938
0.15151920183400397,17,0.577391389305192,0.4744587691558654,0.30558673906930406,0.2095659740497465,0.35506370328330544,0.607615285319891,0.4882187767061111,0.31305331179080925,0.2168606650777499,0.16063688237647522,0.3766931985597683,0.6455415771819817,Sun Feb 25 10:43:04 2024,9223,val,0.20112515813301104,0.2139828138725017
0.14176697171324162,33,0.3351143698471819,0.4671717171716582,0.29037287486436014,0.1974471708582991,0.3419086731568724,0.5244611748485523,0.48858795854787407,0.3112634516939545,0.21833701279513917,0.1621443723165767,0.3690444211640298,0.6247148336907573,Sun Feb 25 10:43:04 2024,9223,test,0.1792692818504995,0.1971725856748803
